Name,Year,Price,Rating,Country,Winetype,Boldness,Sweetness,Acidity,Link
Joseph Gewürztraminer 2018,2018,169,4.1,Italy,White wine,64.9687,42.0492,28.9073,https://www.vivino.com/DK/en/j-hofstatter-joseph-gewurztraminer/w/2470268?year=2018&price_id=20827085
Pinot Grigio 2019,2019,75,3.9,Argentina,White wine,38.9791,17.0438,40.007,https://www.vivino.com/DK/en/callia-pinot-grigio/w/7729625?year=2019&price_id=23006691
Meursault 2015,2015,499,4.3,France,White wine,63.363,7.89306,48.0235,https://www.vivino.com/DK/en/louis-jadot-meursault/w/2923?year=2015&price_id=21594728
The Hermit Crab Viognier - Marsanne 2018,2018,125,3.8,Australia,White wine,0,0,0,https://www.vivino.com/DK/en/d-arenberg-the-hermit-crab-viognier-marsanne/w/13388?year=2018&price_id=24117396
Douro Duas Quintas Branco 2018,2018,119,4.0,Portugal,White wine,47.3606,8.13598,61.721,https://www.vivino.com/DK/en/ramos-pinto-douro-duas-quintas-branco/w/1775417?year=2018&price_id=23163678
Panamera Chardonnay 2019,2019,114.95,4.2,United States,White wine,84.9504,37.3622,42.3871,https://www.vivino.com/DK/en/story-ridge-panamera-chardonnay/w/1250995?year=2019&price_id=24873449
Albariño 2017,2017,159.95,3.9,Spain,White wine,23.6831,1.58,68.31,https://www.vivino.com/DK/en/fillaboa-albarino/w/86349?year=2017&price_id=23045742
Chablis 1er Cru 'Fourchaume' 2014,2014,250,4.1,France,White wine,39.8684,1.43974,65.3065,https://www.vivino.com/DK/en/la-chablisienne-chablis-1er-cru-fourchaume/w/16624?year=2014&price_id=22681552
Quarz Sauvignon 2016,2016,325,4.4,Italy,White wine,62.6677,24.2493,50.2827,https://www.vivino.com/DK/en/terlan-terlano-quarz-sauvignon/w/77676?year=2016&price_id=22684465
Chablis 2018,2018,195,4.1,France,White wine,40.5232,1.63474,66.5881,https://www.vivino.com/DK/en/olivier-tricon-chablis/w/1230289?year=2018&price_id=20456859
Mâcon-Verzé 2017,2017,375,4.0,France,White wine,41.8468,3.0639,40.7234,https://www.vivino.com/DK/en/domaine-leflaive-macon-verze/w/84898?year=2017&price_id=21867154
Nussbaumer Gewürztraminer 2018,2018,300,4.3,Italy,White wine,65.4104,41.5861,28.5627,https://www.vivino.com/DK/en/tramin-nussbaumer-gewurztraminer/w/93033?year=2018&price_id=24117718
Bourgogne Chardonnay 2017,2017,279,3.9,France,White wine,62.2428,6.10242,49.5972,https://www.vivino.com/DK/en/francois-carillon-bourgogne-chardonnay/w/2064477?year=2017&price_id=19500387
Yeya Moscatel - Chardonnay 2018,2018,85,3.9,Spain,White wine,0,0,0,https://www.vivino.com/DK/en/finca-bacara-yeya-moscatel-chardonnay/w/5404663?year=2018&price_id=19341901
Riesling 2017,2017,179,3.7,Australia,White wine,41.6363,0.0001,68.392,https://www.vivino.com/DK/en/pewsey-vale-riesling/w/24288?year=2017&price_id=18276806
Torrontes 2018,2018,69.95,3.7,Argentina,White wine,54.6412,7.54463,57.3343,https://www.vivino.com/DK/en/alamos-torrontes/w/2166?year=2018&price_id=22682089
Sauvignon Blanc 2019,2019,139,3.6,South Africa,White wine,30.2499,0.0001,68.8602,https://www.vivino.com/DK/en/la-motte-wine-estate-sauvignon-blanc/w/8607?year=2019&price_id=19295563
Pecorino (Unico) 2019,2019,119,4.0,Italy,White wine,42.1584,24.7218,65.137,https://www.vivino.com/DK/en/tenuta-ulisse-pecorino-unico/w/1208156?year=2019&price_id=21202327
Chablis 2018,2018,379.95,4.1,France,White wine,41.4963,1.21358,67.1317,https://www.vivino.com/DK/en/domaine-christian-moreau-pere-and-fils-chablis/w/86747?year=2018&price_id=23045374
Lune d'Argent 2017,2017,159.95,3.8,France,White wine,63.4721,12.0315,42.0403,https://www.vivino.com/DK/en/clos-des-lunes-lune-d-argent/w/1671306?year=2017&price_id=24377209
Morillon Blanc 2019,2019,150,4.2,France,White wine,53.3391,22.8437,30.6468,https://www.vivino.com/DK/en/jeff-carrel-morillon-blanc/w/1210421?year=2019&price_id=24117830
Cellar Selection Marlborough Sauvignon Blanc 2020,2020,120,3.8,New Zealand,White wine,31.7082,3.73069,77.7681,https://www.vivino.com/DK/en/sileni-estates-cellar-selection-marlborough-sauvignon-blanc/w/1214612?year=2020&price_id=24117789
Is Argiolas Vermentino di Sardegna 2019,2019,125,4.0,Italy,White wine,62.7568,10.6198,34.8234,https://www.vivino.com/DK/en/argiolas-is-argiolas-vermentino-di-sardegna/w/1504045?year=2019&price_id=21626841
Chardonnay 2014,2014,199.95,4.0,Argentina,White wine,55.5147,19.148,37.4556,https://www.vivino.com/DK/en/catena-alta-chardonnay/w/1872?year=2014&price_id=23436266
Crozes-Hermitage Blanc 2016,2016,175,3.7,France,White wine,51.7844,14.3615,28.25,https://www.vivino.com/DK/en/e-guigal-crozes-hermitage-blanc/w/7777?year=2016&price_id=16362373
Viognier Les Vignes d'à Côté 2018,2018,199,4.0,France,White wine,54.9976,18.9793,25.5756,https://www.vivino.com/DK/en/domaine-yves-cuilleron-viognier-les-vignes-d-a-cote/w/97966?year=2018&price_id=19492062
Ca'Marcanda Vistamare Toscana 2018,2018,325,4.1,Italy,White wine,0,0,0,https://www.vivino.com/DK/en/gaja-ca-marcanda-vistamare-toscana/w/1160459?year=2018&price_id=24680271
Quarz Sauvignon 2017,2017,325,4.4,Italy,White wine,62.6677,24.2493,50.2827,https://www.vivino.com/DK/en/terlan-terlano-quarz-sauvignon/w/77676?year=2017&price_id=22684466
Sauvignon Blanc 2017,2017,299,4.1,United States,White wine,42.2118,0.0001,68.9912,https://www.vivino.com/DK/en/cakebread-sauvignon-blanc/w/1421945?year=2017&price_id=22311786
Pinot Grigio delle Venezie 2018,2018,99,3.8,Italy,White wine,41.1242,11.2919,41.4153,https://www.vivino.com/DK/en/corte-giara-pinot-grigio-delle-venezie/w/1737042?year=2018&price_id=23225276
Zisola Azisa Sicilia 2017,2017,119,3.7,Italy,White wine,51.448,13.2479,50.5367,https://www.vivino.com/DK/en/mazzei-zisola-azisa-sicilia/w/3490597?year=2017&price_id=19587231
